Row ID,Order ID,Order Date,Order Priority,Order Quantity,Target Profit,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1633,11808,31-Jul-12,Not Specified,1,35.21,148.34,0.06,Delivery Truck,25.21,150.98,39.25,Tracy Poddar,Arizona,Mountain,Corporate,Furniture,Tables,Iceberg OfficeWorks 42  Round Tables,Jumbo Box,0.75,1-Aug-12
1642,11874,9-Sep-12,Medium,1,-72.13,40.29,0,Regular Air,-82.13,30.42,8.65,Tracy Poddar,Arizona,Mountain,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,11-Sep-12
1643,11874,9-Sep-12,Medium,20,189.37,775.77,0.07,Regular Air,179.37,39.98,9.83,Tracy Poddar,Arizona,Mountain,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,9-Sep-12
1714,12322,11-May-11,Critical,36,-388.11,3436.9,0.03,Express Air,-398.11,92.23,39.61,Jay Kimmel,Arizona,Mountain,Small Business,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,13-May-11
1739,12480,7-Jul-09,Medium,8,-193.27,1187.01,0,Delivery Truck,-203.27,137.48,32.18,Steve Nguyen,Arizona,Mountain,Small Business,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Jumbo Box,0.78,8-Jul-09
1749,12516,24-May-09,Low,31,76.22,2360.43,0.1,Delivery Truck,66.22,80.97,33.6,Vivek Grady,Arizona,Mountain,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,29-May-09
1750,12516,24-May-09,Low,22,-13.53,154.6,0.02,Regular Air,-23.53,6.48,5.11,Vivek Grady,Arizona,Mountain,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,28-May-09
1820,13088,22-Apr-10,Not Specified,46,-2139.8,187.92,0.08,Regular Air,-2149.8,3.25,49,Ben Ferrer,Arizona,Mountain,Corporate,Office Supplies,Appliances,"Bravo II  Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,24-Apr-10
1828,13121,7-Mar-10,High,36,-17.99,1211,0,Regular Air,-27.99,30.98,6.5,Xylona Price,Arizona,Mountain,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,8-Mar-10
1829,13121,7-Mar-10,High,28,1059.54,4924.14,0.07,Regular Air,1049.54,205.99,8.99,Xylona Price,Arizona,Mountain,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,0.58,10-Mar-10
1857,13348,7-Nov-10,Medium,35,320.51,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Arizona,Mountain,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,8-Nov-10
1866,13413,29-Jan-10,Critical,29,-40.86,150.28,0.04,Regular Air,-50.86,4.98,4.7,Karen Daniels,Arizona,Mountain,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,31-Jan-10
1869,13447,8-Jan-10,High,24,10.85,436.48,0.01,Regular Air,0.85,20.99,4.81,Pamela Coakley,Arizona,Mountain,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,10-Jan-10
1910,13638,30-Sep-11,High,49,175.2,682.77,0.05,Regular Air,165.2,14.48,1.99,Steve Nguyen,Arizona,Mountain,Consumer,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2-Oct-11
1918,13761,17-Oct-09,Low,32,-939.09,2421.44,0.09,Regular Air,-949.09,78.8,35,Katherine Nockton,Arizona,Mountain,Home Office,Office Supplies,Storage & Organization,Space Solutions  Industrial Galvanized Steel Shelving.,Large Box,0.83,21-Oct-09
1999,14247,16-Aug-11,Critical,4,7.51,14.75,0.03,Regular Air,-2.49,3.29,1.35,Denny Blanton,Arizona,Mountain,Home Office,Office Supplies,Rubber Bands,Acco® Hot Clips  Clips to Go,Wrap Bag,0.4,18-Aug-11
2061,14755,5-Jan-10,High,31,39.57,111.48,0.09,Regular Air,29.57,3.85,0.7,Steve Nguyen,Arizona,Mountain,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,5-Jan-10
2062,14755,5-Jan-10,High,44,464.38,2322.81,0.1,Express Air,454.38,65.99,4.2,Steve Nguyen,Arizona,Mountain,Consumer,Technology,Telephones and Communication,5170,Small Box,0.59,7-Jan-10
2078,14854,28-Apr-10,Low,24,-17.98,391.23,0.07,Regular Air,-27.98,16.91,6.25,Robert Marley,Arizona,Mountain,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2-May-10
2109,15078,9-Nov-10,High,33,-26.9,207.01,0.01,Regular Air,-36.9,5.78,4.96,Katherine Nockton,Arizona,Mountain,Corporate,Office Supplies,Paper,Xerox 1899,Small Box,0.36,10-Nov-10
2183,15718,27-Jan-09,Critical,41,370.63,1863.02,0.03,Regular Air,360.63,43.98,8.99,Sean O'Donnell,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,29-Jan-09
2184,15718,27-Jan-09,Critical,50,6.95,55.89,0.06,Regular Air,-3.05,1.14,0.7,Sean O'Donnell,Arizona,Mountain,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,30-Jan-09
2186,15744,21-Mar-10,Critical,16,300.77,838.81,0.09,Regular Air,290.77,55.48,6.79,Jas O'Carroll,Arizona,Mountain,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37,22-Mar-10
2285,16454,11-May-12,Medium,12,-19.49,94.39,0.04,Regular Air,-29.49,7.1,6.05,Chris Selesnick,Arizona,Mountain,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1 ",Small Box,0.39,11-May-12
2314,16676,19-Mar-09,High,39,-2.08,936.8,0.07,Regular Air,-12.08,28.99,8.59,Sally Hughsby,Arizona,Mountain,Consumer,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,19-Mar-09
2344,16897,15-Jun-12,Not Specified,1,-173.09,379.8,0.02,Delivery Truck,-183.09,320.98,58.95,Sally Hughsby,Arizona,Mountain,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda  Round Back Stacking Chairs,Jumbo Drum,0.57,17-Jun-12
2345,16897,15-Jun-12,Not Specified,48,24.97,107.7,0.06,Regular Air,14.97,2.21,1,Sally Hughsby,Arizona,Mountain,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,17-Jun-12
2357,16999,19-Jan-09,Critical,18,1091.62,3568.45,0.09,Regular Air,1081.62,207.48,0.99,Stuart Calhoun,Arizona,Mountain,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,21-Jan-09
2364,17091,21-Jul-12,Medium,45,760.87,2604.32,0,Regular Air,750.87,65.99,5.26,Kean Nguyen,Arizona,Mountain,Small Business,Technology,Telephones and Communication,8860,Small Box,0.56,22-Jul-12
2376,17249,25-Sep-10,Low,37,235.28,2911.64,0.02,Regular Air,225.28,73.98,14.52,Matt Connell,Arizona,Mountain,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,27-Sep-10
2435,17670,25-Aug-09,Medium,14,20.05,36.52,0.07,Regular Air,10.05,2.61,0.5,Sean O'Donnell,Arizona,Mountain,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,27-Aug-09
2448,17797,10-Jul-12,Low,10,-476.12,1077.28,0,Delivery Truck,-486.12,100.98,57.38,Vivek Grady,Arizona,Mountain,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,12-Jul-12
2449,17797,10-Jul-12,Low,16,1.11,61.52,0.02,Regular Air,-8.89,3.69,2.5,Vivek Grady,Arizona,Mountain,Home Office,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,14-Jul-12
2508,18213,10-Sep-10,Medium,29,31.6,1111.23,0.1,Regular Air,21.6,40.99,19.99,Guy Phonely,Arizona,Mountain,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,12-Sep-10
2510,18241,27-Jul-10,Low,3,-45.11,64.5,0.05,Regular Air,-55.11,20.89,1.99,Denny Blanton,Arizona,Mountain,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,29-Jul-10
2511,18241,27-Jul-10,Low,25,-959.05,9944.49,0.08,Delivery Truck,-969.05,400.98,76.37,Denny Blanton,Arizona,Mountain,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.6,29-Jul-10
2512,18244,11-Feb-11,Critical,1,-63.22,172.34,0,Regular Air,-73.22,140.81,24.49,Chris Selesnick,Arizona,Mountain,Home Office,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,13-Feb-11
2548,18465,15-Apr-10,High,12,-343.71,816.23,0.05,Regular Air,-353.71,64.65,35,Laura Armstrong,Arizona,Mountain,Small Business,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,17-Apr-10
2561,18528,30-Apr-11,Critical,33,-12.82,340.97,0.07,Regular Air,-22.82,10.98,3.99,Jas O'Carroll,Arizona,Mountain,Corporate,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box,0.58,1-May-11
2562,18528,30-Apr-11,Critical,22,-86.22,136.24,0.03,Regular Air,-96.22,5.78,7.96,Jas O'Carroll,Arizona,Mountain,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,2-May-11
2616,18917,3-May-12,Critical,14,1.64,28.82,0.08,Regular Air,-8.36,2.08,1.49,Steve Nguyen,Arizona,Mountain,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,5-May-12
2693,19493,2-Feb-09,Critical,31,-362.49,4713.25,0.1,Regular Air,-372.49,154.13,69,Bill Overfelt,Arizona,Mountain,Corporate,Furniture,Tables,Laminate Occasional Tables,Large Box,0.68,3-Feb-09
2714,19616,22-Dec-11,High,3,-18.95,92.31,0,Regular Air,-28.95,28.15,6.17,Katherine Nockton,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,23-Dec-11
2715,19616,22-Dec-11,High,42,-0.01,116.94,0.06,Express Air,-10.01,2.78,1.25,Katherine Nockton,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,23-Dec-11
2827,20390,31-Aug-09,Not Specified,35,-52.82,1271.12,0.05,Express Air,-62.82,34.98,7.53,Sandra Flanagan,Arizona,Mountain,Home Office,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.76,3-Sep-09
2828,20390,31-Aug-09,Not Specified,17,-15.26,58.5,0,Regular Air,-25.26,3.14,1.92,Sandra Flanagan,Arizona,Mountain,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2-Sep-09
2834,20451,25-May-12,Critical,6,12.82,53.72,0.1,Regular Air,2.82,8.95,2.01,Bill Overfelt,Arizona,Mountain,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line  While You Were Out  Book, 5 1/2  X 4 ",Wrap Bag,0.39,27-May-12
2835,20451,25-May-12,Critical,33,464.49,1809.21,0.04,Regular Air,454.49,55.29,5.08,Bill Overfelt,Arizona,Mountain,Corporate,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,0.59,27-May-12
2836,20451,25-May-12,Critical,17,-1321.55,9150.09,0.1,Delivery Truck,-1331.55,550.98,45.7,Bill Overfelt,Arizona,Mountain,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,27-May-12
2845,20486,5-Mar-11,High,34,28.73,306.3,0.07,Regular Air,18.73,9.27,4.39,Alejandro Grove,Arizona,Mountain,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4  x 5  Forms per Page, 600 Sets per Book",Wrap Bag,0.38,6-Mar-11
2846,20486,5-Mar-11,High,42,65.73,163.98,0.01,Regular Air,55.73,3.85,0.7,Alejandro Grove,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,0.44,6-Mar-11
2895,20899,12-Apr-10,Low,9,120.36,495.1,0.04,Regular Air,110.36,54.96,10.75,Arthur Prichep,Arizona,Mountain,Home Office,Office Supplies,Paper,Xerox 1940,Small Box,0.36,21-Apr-10
2918,21089,28-Jul-11,Medium,4,-321.08,559.75,0.07,Delivery Truck,-331.08,122.99,70.2,Vivek Grady,Arizona,Mountain,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,30-Jul-11
3001,21634,28-Oct-12,Not Specified,8,-304.61,1611.73,0.1,Delivery Truck,-314.61,208.16,68.02,Lindsay Shagiari,Arizona,Mountain,Home Office,Office Supplies,Appliances,1.7 Cubic Foot Compact  Cube  Office Refrigerators,Jumbo Drum,0.58,29-Oct-12
3002,21634,28-Oct-12,Not Specified,1,-4007.62,1946.55,0.07,Regular Air,-4017.62,1938.02,13.99,Lindsay Shagiari,Arizona,Mountain,Home Office,Technology,Office Machines,Polycom ViewStation  Adapter H323 Videoconferencing Unit,Medium Box,0.38,31-Oct-12
3012,21665,15-Oct-12,High,5,-397.26,474.79,0.09,Express Air,-407.26,115.99,2.5,Arthur Prichep,Arizona,Mountain,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,16-Oct-12
3020,21729,6-Dec-12,Low,28,-82.85,120.98,0,Regular Air,-92.85,4.13,5.34,Xylona Price,Arizona,Mountain,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,10-Dec-12
3021,21729,6-Dec-12,Low,14,-246.93,1082.66,0.08,Regular Air,-256.93,79.52,48.2,Xylona Price,Arizona,Mountain,Corporate,Furniture,Office Furnishings,Eldon Cleatmat Plus  Chair Mats for High Pile Carpets,Medium Box,0.74,13-Dec-12
3032,21796,6-May-12,Low,46,1043.38,4744.64,0.04,Regular Air,1033.38,99.99,19.99,Vivek Grady,Arizona,Mountain,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,10-May-12
3033,21796,6-May-12,Low,2,-89.98,40.83,0.01,Regular Air,-99.98,20.99,4.81,Vivek Grady,Arizona,Mountain,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,6-May-12
3034,21796,6-May-12,Low,41,284.66,607.13,0.1,Regular Air,274.66,15.67,1.39,Vivek Grady,Arizona,Mountain,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,13-May-12
3035,21796,6-May-12,Low,31,6.81,34.22,0.07,Regular Air,-3.19,1.14,0.7,Vivek Grady,Arizona,Mountain,Home Office,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,11-May-12
3065,21958,5-Jun-09,High,14,1102.94,4998.03,0.09,Regular Air,1092.94,363.25,19.99,Sally Hughsby,Arizona,Mountain,Consumer,Office Supplies,Appliances,Hoover WindTunnel  Plus Canister Vacuum,Small Box,0.57,6-Jun-09
3130,22468,10-Jun-10,Not Specified,14,51.52,323.11,0,Regular Air,41.52,20.98,8.83,Steve Nguyen,Arizona,Mountain,Small Business,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,10-Jun-10
3131,22468,10-Jun-10,Not Specified,11,23.31,65.1,0.03,Regular Air,13.31,5.68,1.46,Steve Nguyen,Arizona,Mountain,Small Business,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11  X 5 1/4 , 200 Messages",Wrap Bag,0.39,11-Jun-10
3132,22468,10-Jun-10,Not Specified,19,33.61,163.75,0,Regular Air,23.61,7.96,4.95,Steve Nguyen,Arizona,Mountain,Small Business,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,12-Jun-10
3149,22626,29-Jun-10,Critical,17,24.19,90.93,0.02,Regular Air,14.19,5.18,2.04,John Lucas,Arizona,Mountain,Small Business,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,1-Jul-10
3150,22626,29-Jun-10,Critical,35,-518.65,6170.91,0.04,Delivery Truck,-528.65,218.75,69.64,John Lucas,Arizona,Mountain,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,1-Jul-10
3235,23205,24-May-09,High,8,-6.64,319.62,0.08,Express Air,-16.64,40.98,7.2,Stuart Calhoun,Arizona,Mountain,Consumer,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box,0.6,25-May-09
3236,23205,24-May-09,High,32,-49.73,263.39,0.08,Express Air,-59.73,8.12,2.83,Stuart Calhoun,Arizona,Mountain,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,25-May-09
3237,23205,24-May-09,High,26,-623.44,7208.8,0.02,Delivery Truck,-633.44,262.11,62.74,Stuart Calhoun,Arizona,Mountain,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.75,25-May-09
3271,23394,29-Apr-10,High,45,4.01,101.57,0.01,Regular Air,-5.99,2.08,1.49,Kean Nguyen,Arizona,Mountain,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,30-Apr-10
3421,24390,6-Jun-12,Low,2,-224.66,107.67,0.1,Express Air,-234.66,50.98,6.5,Katherine Nockton,Arizona,Mountain,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,8-Jun-12
3457,24643,29-Apr-12,Medium,30,1191.3,2368.17,0,Regular Air,1181.3,85.99,1.25,Ben Ferrer,Arizona,Mountain,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,1-May-12
3468,24679,7-May-11,Not Specified,7,-15.86,33.99,0.09,Regular Air,-25.86,4.77,2.39,Janet Molinari,Arizona,Mountain,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5  2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,8-May-11
3520,25062,30-Oct-10,Critical,5,-11.29,78.79,0.03,Regular Air,-21.29,14.42,6.75,Sally Hughsby,Arizona,Mountain,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,1-Nov-10
3521,25062,30-Oct-10,Critical,9,1353.25,3928.25,0.04,Regular Air,1343.25,420.98,19.99,Sally Hughsby,Arizona,Mountain,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,1-Nov-10
3532,25152,15-Oct-12,Critical,29,26.4,195.21,0.07,Regular Air,16.4,7.08,2.35,Matt Connell,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accent  Highlighters,Wrap Bag,0.47,17-Oct-12
3576,25478,24-Apr-12,Critical,47,1588.7,4725.09,0.01,Regular Air,1578.7,115.99,2.5,Jim Kriz,Arizona,Mountain,Consumer,Technology,Telephones and Communication,6162m,Small Box,0.57,24-Apr-12
3577,25478,24-Apr-12,Critical,50,87.2,286.76,0.09,Regular Air,77.2,6.08,1.82,Jim Kriz,Arizona,Mountain,Consumer,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag,0.35,26-Apr-12
3708,26469,30-Jul-12,Medium,4,711.22,7406.49,0.03,Regular Air,701.22,1889.99,19.99,Arthur Prichep,Arizona,Mountain,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,0.36,1-Aug-12
3709,26469,30-Jul-12,Medium,50,-123.43,350.01,0.04,Regular Air,-133.43,6.68,6.93,Arthur Prichep,Arizona,Mountain,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,31-Jul-12
3710,26470,21-Mar-09,High,41,8832.28,18081.76,0.03,Regular Air,8822.28,420.98,19.99,Harold Ryan,Arizona,Mountain,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,22-Mar-09
3718,26565,21-Oct-09,Medium,49,7616,21337.27,0.02,Regular Air,7606,419.19,19.99,Cathy Prescott,Arizona,Mountain,Corporate,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,22-Oct-09
3758,26852,6-Mar-10,Critical,2,0.12,15.81,0.06,Regular Air,-9.88,4.98,6.07,Jim Kriz,Arizona,Mountain,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,0.36,8-Mar-10
3829,27299,5-Aug-12,Critical,41,-283.45,802.16,0.1,Regular Air,-293.45,19.94,14.87,Liz Willingham,Arizona,Mountain,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,7-Aug-12
3830,27300,30-Sep-12,Not Specified,50,-75.03,3333.1,0.1,Regular Air,-85.03,73.98,4,Stephanie Ulpright,Arizona,Mountain,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,1-Oct-12
3831,27300,30-Sep-12,Not Specified,27,10.26,55.68,0.04,Regular Air,0.26,2.1,0.7,Stephanie Ulpright,Arizona,Mountain,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,30-Sep-12
3864,27557,8-Feb-12,Low,18,-48.47,56.13,0.02,Regular Air,-58.47,2.88,5.33,Robert Marley,Arizona,Mountain,Corporate,Office Supplies,Labels,Avery File Folder Labels,Small Box,0.36,13-Feb-12
3872,27654,24-Sep-10,High,12,39.87,94.83,0.02,Regular Air,29.87,7.64,1.39,Lindsay Shagiari,Arizona,Mountain,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,26-Sep-10
3877,27684,5-Sep-11,Low,1,3.38,13.04,0.06,Regular Air,-6.62,10.48,2.89,John Lucas,Arizona,Mountain,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,7-Sep-11
3899,27811,4-Mar-11,Not Specified,31,-63.62,197.59,0.09,Regular Air,-73.62,6.81,5.48,Odella Nelson,Arizona,Mountain,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,6-Mar-11
3938,28064,2-Sep-10,Medium,43,275.1,856.45,0.03,Regular Air,265.1,19.84,4.1,Arthur Prichep,Arizona,Mountain,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,2-Sep-10
3939,28064,2-Sep-10,Medium,1,7.69,6.75,0.08,Regular Air,-2.31,5.84,1,Arthur Prichep,Arizona,Mountain,Home Office,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2-Sep-10
3955,28225,22-Jan-09,Critical,13,-320.14,1160.59,0.01,Regular Air,-330.14,80.98,35,Guy Phonely,Arizona,Mountain,Corporate,Office Supplies,Storage & Organization,Carina 42 Hx23 3/4 W Media Storage Unit,Large Box,0.83,24-Jan-09
3959,28258,13-Mar-09,Critical,2,-594.41,201.18,0.07,Regular Air,-604.41,125.99,2.5,Denny Blanton,Arizona,Mountain,Home Office,Technology,Telephones and Communication,i2000,Small Box,0.6,13-Mar-09
3960,28258,13-Mar-09,Critical,25,303.66,2493.24,0.03,Regular Air,293.66,99.99,19.99,Denny Blanton,Arizona,Mountain,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,14-Mar-09
3968,28321,1-Aug-10,Medium,28,34.71,90.5,0.03,Regular Air,24.71,3.08,0.99,Steve Nguyen,Arizona,Mountain,Consumer,Office Supplies,Labels,Avery 511,Small Box,0.37,1-Aug-10
3985,28454,6-Aug-12,Medium,25,-74,157.4,0.07,Regular Air,-84,6.48,6.74,Sean O'Donnell,Arizona,Mountain,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,7-Aug-12
4112,29255,3-Dec-11,Low,11,-126.09,617.22,0.03,Express Air,-136.09,65.99,8.99,Sally Hughsby,Arizona,Mountain,Consumer,Technology,Telephones and Communication,8260,Small Box,0.58,7-Dec-11
4139,29383,18-Nov-11,Medium,20,-36.89,157.13,0.07,Regular Air,-46.89,8.32,2.38,Jas O'Carroll,Arizona,Mountain,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,20-Nov-11
4140,29383,18-Nov-11,Medium,28,-119.42,195.11,0.04,Regular Air,-129.42,6.48,8.73,Jas O'Carroll,Arizona,Mountain,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,19-Nov-11
4141,29383,18-Nov-11,Medium,29,566.83,2738.79,0.07,Regular Air,556.83,115.99,2.5,Jas O'Carroll,Arizona,Mountain,Corporate,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,20-Nov-11
4142,29383,18-Nov-11,Medium,30,26.97,217.42,0.09,Regular Air,16.97,7.59,4,Jas O'Carroll,Arizona,Mountain,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,19-Nov-11
4162,29507,9-Feb-12,Low,14,-669.04,3049.63,0.04,Delivery Truck,-679.04,280.98,35.67,Sally Hughsby,Arizona,Mountain,Consumer,Furniture,Tables,Global Adaptabilities  Conference Tables,Jumbo Box,0.66,11-Feb-12
4163,29507,9-Feb-12,Low,41,426.99,1274.95,0.05,Regular Air,416.99,35.99,1.1,Sally Hughsby,Arizona,Mountain,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,14-Feb-12
4172,29572,3-Jun-10,Not Specified,18,136.28,2657.56,0.1,Delivery Truck,126.28,150.98,16.01,Sally Hughsby,Arizona,Mountain,Home Office,Furniture,Tables,Iceberg OfficeWorks 42  Round Tables,Jumbo Box,0.7,4-Jun-10
4204,29889,4-Dec-09,Not Specified,44,33.87,243.5,0.09,Regular Air,23.87,5.98,1.67,Odella Nelson,Arizona,Mountain,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Wrap Bag,0.51,7-Dec-09
4206,29894,7-Sep-10,Low,43,31.08,606.98,0.05,Regular Air,21.08,13.73,6.85,Matt Connell,Arizona,Mountain,Corporate,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,16-Sep-10
4207,29894,7-Sep-10,Low,48,-152.54,301.62,0.09,Regular Air,-162.54,6.68,6.92,Matt Connell,Arizona,Mountain,Corporate,Office Supplies,Paper,Xerox 1898,Small Box,0.37,16-Sep-10
